"","CASEID","NEWRACE2","IRSEX","CATAG6","MJEVER"
"15146",15146,1,2,3,1
"15147",15147,1,1,2,1
"15148",15148,2,2,1,2
"15149",15149,1,2,4,2
"15150",15150,7,2,1,2
"15151",15151,1,1,1,2
"15152",15152,2,1,1,2
"15153",15153,1,2,2,2
"15154",15154,1,2,6,2
"15155",15155,1,2,5,1
"15156",15156,1,2,3,1
"15157",15157,1,2,2,1
"15158",15158,1,1,2,1
"15159",15159,1,1,4,2
"15160",15160,7,2,3,2
"15161",15161,1,1,3,1
"15162",15162,1,2,5,1
"15163",15163,2,1,4,1
"15164",15164,1,1,2,1
"15165",15165,1,2,4,1
"15166",15166,1,2,6,2
"15167",15167,7,2,1,2
"15168",15168,2,2,2,1
"15169",15169,7,1,1,2
"15170",15170,1,2,4,1
"15171",15171,7,2,2,2
"15172",15172,1,1,1,2
"15173",15173,1,2,1,2
"15174",15174,1,1,1,2
"15175",15175,7,1,2,2
"15176",15176,1,1,1,2
"15177",15177,1,2,2,1
"15178",15178,1,2,2,1
"15179",15179,7,2,1,2
"15180",15180,1,1,5,1
"15181",15181,7,1,3,2
"15182",15182,1,2,5,1
"15183",15183,7,2,1,1
"15184",15184,2,2,2,2
"15185",15185,6,2,2,1
"15186",15186,1,1,3,1
"15187",15187,1,1,1,2
"15188",15188,6,2,3,1
"15189",15189,1,2,1,2
"15190",15190,1,2,5,1
"15191",15191,1,1,4,2
"15192",15192,2,2,3,2
"15193",15193,1,2,3,1
"15194",15194,7,2,1,2
"15195",15195,1,1,6,2
"15196",15196,7,1,1,1
"15197",15197,5,2,1,2
"15198",15198,1,1,1,2
"15199",15199,1,1,4,2
"15200",15200,1,2,2,1
"15201",15201,2,1,2,1
"15202",15202,1,2,2,1
"15203",15203,1,2,3,1
"15204",15204,1,1,4,2
"15205",15205,7,2,1,2
"15206",15206,1,2,1,2
"15207",15207,2,1,2,1
"15208",15208,1,1,4,1
"15209",15209,2,2,1,2
"15210",15210,2,2,5,2
"15211",15211,1,2,4,2
"15212",15212,1,2,4,1
"15213",15213,1,1,1,1
"15214",15214,7,2,3,1
"15215",15215,2,2,2,1
"15216",15216,1,2,3,1
"15217",15217,1,2,3,1
"15218",15218,1,2,1,2
"15219",15219,1,1,3,1
"15220",15220,1,2,5,2
"15221",15221,1,2,3,1
"15222",15222,1,1,4,2
"15223",15223,1,2,4,1
"15224",15224,1,1,2,2
"15225",15225,2,1,1,2
"15226",15226,1,2,3,1
"15227",15227,1,1,1,2
"15228",15228,2,2,3,2
"15229",15229,2,1,4,1
"15230",15230,2,2,4,1
"15231",15231,1,1,1,1
"15232",15232,1,1,4,1
"15233",15233,1,2,1,2
"15234",15234,7,2,1,2
"15235",15235,2,2,3,2
"15236",15236,1,1,4,2
"15237",15237,1,2,1,2
"15238",15238,1,2,2,1
"15239",15239,2,2,3,2
"15240",15240,1,1,4,1
"15241",15241,1,2,5,2
"15242",15242,1,2,3,1
"15243",15243,2,1,1,2
"15244",15244,1,1,4,2
"15245",15245,1,1,6,1
"15246",15246,1,1,5,1
"15247",15247,7,1,2,1
"15248",15248,2,1,3,1
"15249",15249,7,2,1,1
"15250",15250,1,1,2,2
"15251",15251,2,1,1,2
"15252",15252,2,1,2,1
"15253",15253,1,1,4,1
"15254",15254,1,1,2,1
"15255",15255,1,2,3,1
"15256",15256,1,2,1,2
"15257",15257,1,1,1,2
"15258",15258,1,2,5,2
"15259",15259,5,1,4,2
"15260",15260,1,1,4,1
"15261",15261,2,2,5,2
"15262",15262,1,1,2,2
"15263",15263,6,1,6,2
"15264",15264,1,2,1,1
"15265",15265,1,1,6,2
"15266",15266,7,1,2,1
"15267",15267,1,1,2,1
"15268",15268,6,2,3,1
"15269",15269,3,1,1,2
"15270",15270,7,1,1,2
"15271",15271,1,2,3,1
"15272",15272,1,1,1,2
"15273",15273,1,1,4,1
"15274",15274,1,1,5,2
"15275",15275,5,2,6,2
"15276",15276,1,1,4,1
"15277",15277,1,2,2,1
"15278",15278,1,1,4,2
"15279",15279,1,2,4,1
"15280",15280,1,1,1,2
"15281",15281,1,2,4,2
"15282",15282,1,2,4,2
"15283",15283,1,2,3,2
"15284",15284,1,1,1,2
"15285",15285,1,1,3,2
"15286",15286,2,2,3,1
"15287",15287,1,1,4,1
"15288",15288,2,1,1,2
"15289",15289,6,1,1,1
"15290",15290,1,1,6,1
"15291",15291,1,2,2,1
"15292",15292,7,2,1,1
"15293",15293,1,2,2,1
"15294",15294,1,2,6,2
"15295",15295,1,1,1,2
"15296",15296,6,1,2,1
"15297",15297,1,2,4,2
"15298",15298,7,2,5,1
"15299",15299,7,2,4,2
"15300",15300,1,2,1,2
"15301",15301,1,2,5,1
"15302",15302,1,2,3,1
"15303",15303,7,2,1,2
"15304",15304,1,2,4,2
"15305",15305,7,1,2,2
"15306",15306,1,2,5,2
"15307",15307,1,2,6,2
"15308",15308,7,1,4,1
"15309",15309,1,1,2,1
"15310",15310,1,1,5,1
"15311",15311,7,1,4,2
"15312",15312,1,2,2,1
"15313",15313,1,2,4,1
"15314",15314,1,2,2,2
"15315",15315,2,2,1,2
"15316",15316,1,2,2,2
"15317",15317,1,2,1,2
"15318",15318,1,1,6,2
"15319",15319,1,2,6,2
"15320",15320,2,1,2,2
"15321",15321,1,2,3,2
"15322",15322,1,1,3,2
"15323",15323,6,2,4,1
"15324",15324,1,1,2,2
"15325",15325,1,1,4,2
"15326",15326,2,2,6,2
"15327",15327,6,1,1,2
"15328",15328,1,1,4,1
"15329",15329,7,1,1,2
"15330",15330,2,1,2,1
"15331",15331,7,1,4,2
"15332",15332,1,1,3,2
"15333",15333,2,1,4,1
"15334",15334,1,2,2,1
"15335",15335,7,2,4,2
"15336",15336,1,2,4,1
"15337",15337,2,1,2,1
"15338",15338,1,1,1,1
"15339",15339,7,1,1,2
"15340",15340,1,2,2,1
"15341",15341,1,2,4,1
"15342",15342,1,2,2,1
"15343",15343,1,1,6,2
"15344",15344,1,2,6,2
"15345",15345,1,1,2,1
"15346",15346,1,1,5,1
"15347",15347,1,2,2,1
"15348",15348,1,2,1,2
"15349",15349,2,2,2,1
"15350",15350,1,2,6,1
"15351",15351,1,1,3,2
"15352",15352,1,1,1,1
"15353",15353,6,2,1,2
"15354",15354,3,2,2,2
"15355",15355,1,1,1,2
"15356",15356,1,1,1,2
"15357",15357,1,2,3,1
"15358",15358,1,2,4,1
"15359",15359,7,1,4,2
"15360",15360,1,1,3,1
"15361",15361,2,2,4,1
"15362",15362,1,1,4,2
"15363",15363,1,1,1,2
"15364",15364,3,1,2,2
"15365",15365,1,2,1,2
"15366",15366,1,2,1,2
"15367",15367,1,1,4,1
"15368",15368,1,2,4,1
"15369",15369,1,2,4,1
"15370",15370,5,2,3,2
"15371",15371,2,2,2,1
"15372",15372,2,2,1,2
"15373",15373,7,1,1,2
"15374",15374,1,2,2,1
"15375",15375,7,2,1,2
"15376",15376,1,1,3,2
"15377",15377,1,2,6,2
"15378",15378,1,1,1,2
"15379",15379,7,1,1,2
"15380",15380,3,2,4,2
"15381",15381,1,2,5,2
"15382",15382,2,2,2,2
"15383",15383,1,1,4,1
"15384",15384,1,2,1,2
"15385",15385,1,1,4,2
"15386",15386,1,1,1,2
"15387",15387,7,2,4,2
"15388",15388,1,2,4,1
"15389",15389,1,1,6,1
"15390",15390,2,1,3,2
"15391",15391,1,1,4,1
"15392",15392,1,2,1,2
"15393",15393,1,1,2,1
"15394",15394,1,1,4,1
"15395",15395,1,2,5,1
"15396",15396,6,1,2,2
"15397",15397,1,1,2,2
"15398",15398,1,1,5,1
"15399",15399,7,1,3,1
"15400",15400,6,2,6,2
"15401",15401,1,2,2,2
"15402",15402,2,2,1,1
"15403",15403,1,2,1,2
"15404",15404,6,1,3,1
"15405",15405,7,1,1,2
"15406",15406,1,2,3,2
"15407",15407,2,1,2,2
"15408",15408,1,2,1,2
"15409",15409,2,1,2,2
"15410",15410,1,2,1,2
"15411",15411,7,2,2,1
"15412",15412,2,1,1,2
"15413",15413,1,2,5,1
"15414",15414,6,1,1,2
"15415",15415,1,2,4,2
"15416",15416,1,1,3,2
"15417",15417,7,2,1,2
"15418",15418,1,1,1,2
"15419",15419,2,1,3,1
"15420",15420,1,1,3,2
"15421",15421,1,2,4,1
"15422",15422,7,2,2,1
"15423",15423,6,1,2,1
"15424",15424,1,1,4,2
"15425",15425,1,1,6,2
"15426",15426,1,1,6,2
"15427",15427,7,1,4,1
"15428",15428,1,1,2,2
"15429",15429,1,2,2,2
"15430",15430,1,1,1,2
"15431",15431,7,1,1,2
"15432",15432,1,2,2,1
"15433",15433,1,1,2,1
"15434",15434,2,1,1,1
"15435",15435,1,2,3,1
"15436",15436,1,2,2,1
"15437",15437,1,2,4,1
"15438",15438,1,1,2,1
"15439",15439,1,2,6,1
"15440",15440,1,1,2,1
"15441",15441,1,1,2,1
"15442",15442,1,1,4,1
"15443",15443,2,1,1,1
"15444",15444,1,1,2,1
"15445",15445,1,2,6,2
"15446",15446,1,1,2,2
"15447",15447,1,1,3,1
"15448",15448,1,1,1,2
"15449",15449,7,2,1,2
"15450",15450,7,1,1,2
"15451",15451,1,2,3,1
"15452",15452,7,1,2,1
"15453",15453,1,1,4,2
"15454",15454,7,1,2,2
"15455",15455,5,2,3,2
"15456",15456,5,2,2,2
"15457",15457,6,2,1,2
"15458",15458,1,2,4,2
"15459",15459,5,1,2,2
"15460",15460,1,2,5,1
"15461",15461,7,2,2,2
"15462",15462,1,1,4,1
"15463",15463,1,1,2,1
"15464",15464,1,1,3,2
"15465",15465,1,1,2,1
"15466",15466,1,2,6,2
"15467",15467,1,1,1,2
"15468",15468,2,2,1,2
"15469",15469,1,1,4,1
"15470",15470,1,1,3,1
"15471",15471,2,2,4,1
"15472",15472,1,2,5,1
"15473",15473,1,1,4,1
"15474",15474,7,2,2,2
"15475",15475,1,2,4,1
"15476",15476,1,2,2,2
"15477",15477,1,2,4,1
"15478",15478,1,1,3,1
"15479",15479,2,1,3,2
"15480",15480,1,1,1,2
"15481",15481,2,1,2,1
"15482",15482,1,1,6,1
"15483",15483,2,1,1,1
"15484",15484,1,2,2,1
"15485",15485,1,1,6,1
"15486",15486,2,2,2,1
"15487",15487,1,1,4,1
"15488",15488,1,1,3,1
"15489",15489,1,2,1,2
"15490",15490,7,2,1,1
"15491",15491,1,1,4,1
"15492",15492,1,2,2,1
"15493",15493,7,2,2,2
"15494",15494,1,2,5,2
"15495",15495,1,2,2,1
"15496",15496,5,2,3,1
"15497",15497,1,1,2,2
"15498",15498,1,2,4,2
"15499",15499,2,1,3,2
"15500",15500,1,1,4,1
"15501",15501,1,2,2,1
"15502",15502,5,2,5,2
"15503",15503,1,2,4,1
"15504",15504,1,1,3,1
"15505",15505,5,2,1,2
"15506",15506,2,2,4,2
"15507",15507,1,2,2,1
"15508",15508,1,1,5,1
"15509",15509,5,1,2,2
"15510",15510,1,2,6,2
"15511",15511,1,2,2,1
"15512",15512,3,2,2,2
"15513",15513,1,1,1,2
"15514",15514,2,2,3,2
"15515",15515,1,2,5,2
"15516",15516,2,1,2,2
"15517",15517,1,1,1,2
"15518",15518,2,2,4,2
"15519",15519,1,1,1,2
"15520",15520,1,2,3,1
"15521",15521,1,2,1,1
"15522",15522,1,2,2,2
"15523",15523,1,2,3,1
"15524",15524,7,2,1,2
"15525",15525,6,1,1,1
"15526",15526,1,2,4,2
"15527",15527,1,2,1,2
"15528",15528,1,2,1,2
"15529",15529,7,1,3,1
"15530",15530,2,2,2,1
"15531",15531,7,1,5,1
"15532",15532,1,2,5,2
"15533",15533,1,2,1,2
"15534",15534,7,2,4,2
"15535",15535,1,1,5,1
"15536",15536,1,2,2,2
"15537",15537,1,1,1,2
"15538",15538,1,1,6,2
"15539",15539,1,1,6,2
"15540",15540,6,2,2,1
"15541",15541,1,2,1,1
"15542",15542,1,1,2,1
"15543",15543,1,2,4,2
"15544",15544,1,1,2,1
"15545",15545,1,1,4,2
"15546",15546,5,1,5,2
"15547",15547,2,2,1,2
"15548",15548,7,2,3,2
"15549",15549,7,2,5,2
"15550",15550,3,1,4,2
"15551",15551,3,2,1,1
"15552",15552,1,2,4,2
"15553",15553,1,1,2,1
"15554",15554,7,2,4,2
"15555",15555,1,1,3,2
"15556",15556,5,1,3,2
"15557",15557,1,1,3,2
"15558",15558,1,2,3,2
"15559",15559,1,2,2,1
"15560",15560,7,2,1,2
"15561",15561,1,1,3,1
"15562",15562,1,2,6,2
"15563",15563,1,1,1,1
"15564",15564,7,2,1,2
"15565",15565,1,2,6,1
"15566",15566,7,1,5,1
"15567",15567,7,2,2,2
"15568",15568,7,2,4,2
"15569",15569,1,2,3,2
"15570",15570,2,1,4,1
"15571",15571,1,2,1,2
"15572",15572,1,2,5,2
"15573",15573,7,1,3,2
"15574",15574,2,1,1,1
"15575",15575,1,2,5,1
"15576",15576,1,1,1,2
"15577",15577,2,1,1,2
"15578",15578,1,2,6,2
"15579",15579,1,1,5,1
"15580",15580,1,2,1,1
"15581",15581,2,1,2,2
"15582",15582,1,1,6,2
"15583",15583,2,1,2,1
"15584",15584,1,2,2,2
"15585",15585,1,2,1,2
"15586",15586,7,2,4,1
"15587",15587,1,2,2,2
"15588",15588,1,2,3,1
"15589",15589,7,2,6,2
"15590",15590,1,2,6,2
"15591",15591,1,1,1,2
"15592",15592,1,1,2,1
"15593",15593,7,2,1,2
"15594",15594,1,2,5,2
"15595",15595,7,1,1,1
"15596",15596,2,2,1,2
"15597",15597,1,1,1,2
"15598",15598,7,2,1,2
"15599",15599,1,1,1,2
"15600",15600,7,1,3,2
"15601",15601,2,2,1,2
"15602",15602,7,1,1,2
"15603",15603,1,1,2,1
"15604",15604,1,2,1,2
"15605",15605,5,2,3,1
"15606",15606,1,2,4,1
"15607",15607,7,2,4,2
"15608",15608,1,2,5,1
"15609",15609,1,1,3,1
"15610",15610,6,2,4,1
"15611",15611,2,2,2,1
"15612",15612,1,2,2,2
"15613",15613,1,2,4,1
"15614",15614,6,2,3,1
"15615",15615,1,1,1,2
"15616",15616,1,1,4,1
"15617",15617,2,2,5,2
"15618",15618,1,2,4,2
"15619",15619,7,1,3,2
"15620",15620,1,2,4,1
"15621",15621,6,1,3,1
"15622",15622,1,1,5,1
"15623",15623,1,1,4,2
"15624",15624,1,1,3,1
"15625",15625,1,1,5,1
"15626",15626,1,2,6,2
"15627",15627,1,2,1,2
"15628",15628,1,1,4,2
"15629",15629,1,1,1,2
"15630",15630,1,2,2,1
"15631",15631,5,1,1,2
"15632",15632,1,2,2,2
"15633",15633,7,1,1,2
"15634",15634,1,2,5,2
"15635",15635,7,2,4,2
"15636",15636,1,1,3,1
"15637",15637,1,1,2,2
"15638",15638,7,1,3,2
"15639",15639,2,2,2,2
"15640",15640,1,2,2,2
"15641",15641,1,1,1,1
"15642",15642,1,1,5,2
"15643",15643,2,1,3,2
"15644",15644,1,1,4,1
"15645",15645,7,2,1,2
"15646",15646,1,1,1,2
"15647",15647,1,2,5,2
"15648",15648,7,1,2,1
"15649",15649,1,2,5,2
"15650",15650,4,1,1,1
"15651",15651,1,2,5,1
"15652",15652,2,1,3,2
"15653",15653,1,1,1,1
"15654",15654,1,2,2,1
"15655",15655,5,1,2,2
"15656",15656,1,2,2,1
"15657",15657,1,1,4,1
"15658",15658,7,2,4,2
"15659",15659,1,1,5,2
"15660",15660,7,1,1,2
"15661",15661,2,2,1,2
"15662",15662,1,2,3,1
"15663",15663,7,2,4,2
"15664",15664,1,1,4,1
"15665",15665,7,1,3,1
"15666",15666,1,2,5,1
"15667",15667,7,1,2,1
"15668",15668,2,2,2,2
"15669",15669,7,1,4,1
"15670",15670,1,1,4,1
"15671",15671,7,2,1,2
"15672",15672,1,2,4,2
"15673",15673,1,1,3,1
"15674",15674,1,2,4,1
"15675",15675,1,1,1,2
"15676",15676,1,1,2,2
"15677",15677,7,2,1,2
"15678",15678,2,1,3,2
"15679",15679,1,1,2,1
"15680",15680,1,1,2,2
"15681",15681,1,1,2,2
"15682",15682,7,2,3,2
"15683",15683,1,2,4,1
"15684",15684,1,1,4,1
"15685",15685,2,2,1,2
"15686",15686,1,1,1,2
"15687",15687,1,2,1,2
"15688",15688,1,2,5,1
"15689",15689,6,1,1,2
"15690",15690,1,1,4,1
"15691",15691,7,1,2,1
"15692",15692,1,1,1,2
"15693",15693,2,1,4,2
"15694",15694,1,1,3,2
"15695",15695,1,2,2,2
"15696",15696,6,1,1,2
"15697",15697,1,2,2,1
"15698",15698,7,1,2,1
"15699",15699,5,2,1,2
"15700",15700,1,1,4,1
"15701",15701,6,2,1,1
"15702",15702,1,1,2,2
"15703",15703,1,2,4,1
"15704",15704,1,2,1,2
"15705",15705,7,1,4,1
"15706",15706,1,2,5,1
"15707",15707,2,1,1,2
"15708",15708,5,2,1,2
"15709",15709,2,1,4,2
"15710",15710,1,2,3,1
"15711",15711,1,1,1,2
"15712",15712,1,2,4,2
"15713",15713,1,1,3,2
"15714",15714,1,1,3,1
"15715",15715,2,2,3,2
"15716",15716,5,2,2,2
"15717",15717,1,2,6,2
"15718",15718,1,2,2,1
"15719",15719,1,1,2,1
"15720",15720,5,1,5,1
"15721",15721,1,2,2,1
"15722",15722,2,2,6,2
"15723",15723,5,2,4,2
"15724",15724,1,2,4,1
"15725",15725,1,1,2,2
"15726",15726,7,2,4,2
"15727",15727,1,2,1,2
"15728",15728,7,1,2,1
"15729",15729,1,1,3,1
"15730",15730,1,2,4,1
"15731",15731,1,1,4,2
"15732",15732,1,2,6,2
"15733",15733,7,2,4,2
"15734",15734,1,2,3,1
"15735",15735,1,2,2,2
"15736",15736,7,2,3,1
"15737",15737,1,2,5,2
"15738",15738,7,1,2,2
"15739",15739,1,2,1,2
"15740",15740,5,2,4,2
"15741",15741,1,2,6,2
"15742",15742,2,2,4,2
"15743",15743,1,2,1,2
"15744",15744,3,1,4,2
"15745",15745,1,1,2,2
"15746",15746,1,2,5,1
"15747",15747,1,2,4,2
"15748",15748,1,1,5,1
"15749",15749,1,1,2,1
"15750",15750,1,1,4,1
"15751",15751,1,1,4,2
"15752",15752,1,1,4,1
"15753",15753,1,2,3,2
"15754",15754,1,1,5,1
"15755",15755,1,1,3,1
"15756",15756,1,2,1,2
"15757",15757,1,2,2,1
"15758",15758,7,2,1,2
"15759",15759,5,2,2,2
"15760",15760,3,1,1,1
"15761",15761,2,1,4,1
"15762",15762,1,2,3,1
"15763",15763,1,2,6,2
"15764",15764,1,2,3,1
"15765",15765,1,2,4,1
"15766",15766,5,1,1,2
"15767",15767,1,1,2,1
"15768",15768,1,1,1,2
"15769",15769,1,1,1,2
"15770",15770,1,1,2,2
"15771",15771,1,1,2,1
"15772",15772,1,1,3,2
"15773",15773,1,2,1,2
"15774",15774,1,2,1,2
"15775",15775,5,2,3,2
"15776",15776,1,1,4,2
"15777",15777,2,2,1,2
"15778",15778,1,2,6,1
"15779",15779,1,1,1,2
"15780",15780,1,2,3,1
"15781",15781,7,2,3,2
"15782",15782,1,2,2,2
"15783",15783,2,1,3,1
"15784",15784,1,2,1,2
"15785",15785,1,2,4,2
"15786",15786,1,2,4,2
"15787",15787,7,1,2,1
"15788",15788,1,1,5,1
"15789",15789,2,2,2,1
"15790",15790,1,2,2,2
"15791",15791,6,2,1,1
"15792",15792,1,2,3,1
"15793",15793,7,2,3,1
"15794",15794,7,2,1,2
"15795",15795,1,2,2,1
"15796",15796,1,1,2,1
"15797",15797,1,1,4,1
"15798",15798,1,1,5,1
"15799",15799,1,2,4,2
"15800",15800,1,2,4,1
"15801",15801,1,2,5,2
"15802",15802,1,2,6,2
"15803",15803,1,2,2,1
"15804",15804,2,1,1,2
"15805",15805,1,1,2,2
"15806",15806,1,1,4,1
"15807",15807,7,2,3,2
"15808",15808,7,2,2,1
"15809",15809,1,1,1,1
"15810",15810,1,2,5,1
"15811",15811,1,1,6,2
"15812",15812,1,2,4,1
"15813",15813,1,1,1,1
"15814",15814,1,2,5,1
"15815",15815,1,1,4,1
"15816",15816,1,1,5,1
"15817",15817,1,1,2,1
"15818",15818,1,2,2,2
"15819",15819,7,2,3,1
"15820",15820,1,1,1,2
"15821",15821,1,2,5,1
"15822",15822,2,2,2,1
"15823",15823,5,2,4,2
"15824",15824,1,1,6,1
"15825",15825,1,2,2,2
"15826",15826,2,2,1,2
"15827",15827,1,1,3,1
"15828",15828,2,1,1,2
"15829",15829,6,2,4,2
"15830",15830,5,1,3,1
"15831",15831,7,1,2,1
"15832",15832,6,1,1,2
"15833",15833,7,1,3,1
"15834",15834,1,1,4,2
"15835",15835,7,1,1,2
"15836",15836,1,2,3,2
"15837",15837,1,1,4,1
"15838",15838,1,1,3,1
"15839",15839,7,1,4,2
"15840",15840,1,2,2,1
"15841",15841,1,1,5,2
"15842",15842,1,1,1,1
"15843",15843,1,2,1,2
"15844",15844,6,2,6,2
"15845",15845,6,2,2,2
"15846",15846,2,1,2,1
"15847",15847,1,2,5,2
"15848",15848,5,2,4,2
"15849",15849,1,1,4,1
"15850",15850,1,2,1,2
"15851",15851,7,1,1,2
"15852",15852,6,2,2,1
"15853",15853,7,1,2,2
"15854",15854,7,2,3,1
"15855",15855,1,1,4,1
"15856",15856,1,1,2,1
"15857",15857,1,1,2,1
"15858",15858,7,1,2,2
"15859",15859,7,2,1,1
"15860",15860,1,2,1,2
"15861",15861,7,1,2,2
"15862",15862,7,1,4,2
"15863",15863,1,2,6,2
"15864",15864,1,1,2,2
"15865",15865,6,2,1,2
"15866",15866,7,1,2,1
"15867",15867,1,2,5,2
"15868",15868,6,2,1,2
"15869",15869,7,2,2,2
"15870",15870,1,2,3,2
"15871",15871,2,1,1,2
"15872",15872,1,2,4,1
"15873",15873,1,2,4,1
"15874",15874,1,1,1,1
"15875",15875,7,2,2,1
"15876",15876,2,1,3,2
"15877",15877,1,2,3,1
"15878",15878,1,2,6,2
"15879",15879,1,2,3,1
"15880",15880,1,2,3,1
"15881",15881,1,1,3,1
"15882",15882,1,1,6,2
"15883",15883,1,1,2,2
"15884",15884,2,1,2,1
"15885",15885,1,1,5,2
"15886",15886,1,1,2,2
"15887",15887,1,2,6,2
"15888",15888,1,2,5,1
"15889",15889,2,1,1,2
"15890",15890,1,1,2,2
"15891",15891,7,2,2,2
"15892",15892,1,2,4,1
"15893",15893,1,2,3,2
"15894",15894,7,1,2,2
"15895",15895,1,1,3,2
"15896",15896,1,2,5,2
"15897",15897,3,1,1,1
"15898",15898,7,1,4,2
"15899",15899,2,1,4,2
"15900",15900,1,2,6,2
"15901",15901,1,1,4,2
"15902",15902,1,1,1,2
"15903",15903,1,2,5,1
"15904",15904,1,2,1,2
"15905",15905,7,1,1,2
"15906",15906,1,2,2,1
"15907",15907,2,1,5,1
"15908",15908,1,1,6,1
"15909",15909,2,1,5,1
"15910",15910,5,2,1,2
"15911",15911,1,1,5,1
"15912",15912,1,1,1,2
"15913",15913,1,1,1,1
"15914",15914,7,2,2,1
"15915",15915,1,1,6,1
"15916",15916,3,2,2,2
"15917",15917,1,1,2,2
"15918",15918,1,2,2,2
"15919",15919,1,2,1,2
"15920",15920,1,1,2,2
"15921",15921,6,1,1,2
"15922",15922,1,1,1,2
"15923",15923,1,1,3,1
"15924",15924,6,1,3,2
"15925",15925,2,2,6,2
"15926",15926,7,1,3,2
"15927",15927,1,1,1,2
"15928",15928,6,1,2,2
"15929",15929,1,2,4,1
"15930",15930,2,1,4,1
"15931",15931,2,2,2,1
"15932",15932,2,1,1,2
"15933",15933,2,2,5,2
"15934",15934,7,1,2,1
"15935",15935,7,1,5,2
"15936",15936,7,2,1,2
"15937",15937,1,2,1,1
"15938",15938,1,2,1,2
"15939",15939,1,2,4,2
"15940",15940,7,2,2,1
"15941",15941,1,1,1,2
"15942",15942,1,2,1,2
"15943",15943,1,2,3,1
"15944",15944,2,2,4,1
"15945",15945,1,1,4,1
"15946",15946,2,2,3,2
"15947",15947,1,1,4,1
"15948",15948,1,2,1,2
"15949",15949,1,1,1,2
"15950",15950,1,2,5,1
"15951",15951,1,2,3,1
"15952",15952,1,1,4,1
"15953",15953,7,2,2,1
"15954",15954,1,2,3,1
"15955",15955,6,2,2,1
"15956",15956,2,1,4,2
"15957",15957,1,2,4,2
"15958",15958,1,2,2,1
"15959",15959,7,2,5,2
"15960",15960,1,1,2,1
"15961",15961,7,1,1,2
"15962",15962,1,1,1,2
"15963",15963,1,1,4,1
"15964",15964,1,2,6,2
"15965",15965,1,2,4,2
"15966",15966,2,2,2,2
"15967",15967,7,2,5,1
"15968",15968,1,1,5,1
"15969",15969,2,1,1,2
"15970",15970,1,2,4,2
"15971",15971,2,1,1,2
"15972",15972,5,2,3,1
"15973",15973,1,2,2,2
"15974",15974,1,2,2,1
"15975",15975,1,1,4,1
"15976",15976,2,2,6,2
"15977",15977,1,2,4,1
"15978",15978,1,2,4,1
"15979",15979,7,2,3,1
"15980",15980,1,1,4,1
"15981",15981,1,2,2,2
"15982",15982,1,2,1,2
"15983",15983,1,1,4,1
"15984",15984,1,1,3,2
"15985",15985,1,2,4,2
"15986",15986,5,2,2,2
"15987",15987,1,2,4,1
"15988",15988,2,2,2,1
"15989",15989,2,2,2,2
"15990",15990,1,2,3,1
"15991",15991,1,2,1,1
"15992",15992,1,1,6,2
"15993",15993,1,1,6,2
"15994",15994,1,2,5,1
"15995",15995,1,2,1,2
"15996",15996,2,1,2,1
"15997",15997,1,1,1,2
"15998",15998,7,2,2,1
"15999",15999,2,1,4,2
"16000",16000,7,1,4,2
"16001",16001,1,1,3,1
"16002",16002,1,1,3,1
"16003",16003,1,2,5,1
"16004",16004,1,1,4,2
"16005",16005,7,2,2,2
"16006",16006,2,1,5,1
"16007",16007,1,2,4,1
"16008",16008,2,2,1,2
"16009",16009,7,1,4,2
"16010",16010,1,2,2,1
"16011",16011,1,2,2,1
"16012",16012,7,1,5,1
"16013",16013,2,1,2,2
"16014",16014,6,2,1,2
"16015",16015,6,1,2,1
"16016",16016,2,2,1,1
"16017",16017,7,2,4,1
"16018",16018,7,2,1,2
"16019",16019,6,2,1,2
"16020",16020,1,2,2,1
"16021",16021,1,1,4,1
"16022",16022,1,2,2,2
"16023",16023,1,2,6,2
"16024",16024,1,1,4,1
"16025",16025,1,1,4,1
"16026",16026,2,1,6,2
"16027",16027,7,1,1,2
"16028",16028,2,2,3,2
"16029",16029,1,2,4,2
"16030",16030,7,2,1,2
"16031",16031,1,2,1,2
"16032",16032,1,1,5,2
"16033",16033,1,2,1,2
"16034",16034,1,2,2,1
"16035",16035,1,1,3,1
"16036",16036,1,2,2,1
"16037",16037,1,1,1,2
"16038",16038,2,1,4,2
"16039",16039,2,1,2,1
"16040",16040,1,1,4,1
"16041",16041,6,1,3,1
"16042",16042,5,2,2,2
"16043",16043,7,1,5,1
"16044",16044,1,1,2,1
"16045",16045,7,1,2,1
"16046",16046,1,2,2,1
"16047",16047,1,1,1,2
"16048",16048,1,2,2,2
"16049",16049,1,2,2,2
"16050",16050,7,1,5,2
"16051",16051,2,1,2,2
"16052",16052,1,2,1,2
"16053",16053,1,2,2,1
"16054",16054,1,1,6,1
"16055",16055,2,2,3,1
"16056",16056,1,1,3,1
"16057",16057,1,2,4,1
"16058",16058,2,1,1,2
"16059",16059,1,2,4,2
"16060",16060,7,1,4,2
"16061",16061,5,2,4,2
"16062",16062,1,2,3,1
"16063",16063,1,2,1,2
"16064",16064,2,1,4,2
"16065",16065,1,2,3,1
"16066",16066,1,2,3,1
"16067",16067,1,2,4,2
"16068",16068,1,2,4,1
"16069",16069,7,1,4,2
"16070",16070,1,2,5,2
"16071",16071,6,2,2,1
"16072",16072,1,1,4,1
"16073",16073,1,2,4,1
"16074",16074,2,2,1,2
"16075",16075,2,1,1,1
"16076",16076,1,2,1,2
