"","CASEID","NEWRACE2","IRSEX","CATAG6","MJEVER"
"27720",27720,7,2,1,2
"27721",27721,7,1,2,1
"27722",27722,7,2,1,2
"27723",27723,1,2,1,2
"27724",27724,1,2,5,2
"27725",27725,1,1,5,1
"27726",27726,7,1,4,2
"27727",27727,7,2,2,2
"27728",27728,5,2,2,2
"27729",27729,7,2,1,2
"27730",27730,1,1,2,2
"27731",27731,1,2,2,2
"27732",27732,2,2,6,2
"27733",27733,7,2,4,2
"27734",27734,2,1,3,2
"27735",27735,1,1,1,2
"27736",27736,1,1,2,2
"27737",27737,4,1,6,2
"27738",27738,6,1,3,94
"27739",27739,1,1,2,1
"27740",27740,1,2,3,1
"27741",27741,1,2,1,2
"27742",27742,7,1,2,2
"27743",27743,7,2,1,2
"27744",27744,7,1,3,2
"27745",27745,1,1,4,1
"27746",27746,1,2,5,2
"27747",27747,1,2,4,2
"27748",27748,1,2,4,1
"27749",27749,1,1,1,2
"27750",27750,7,1,1,2
"27751",27751,2,1,2,1
"27752",27752,1,2,4,2
"27753",27753,7,2,1,1
"27754",27754,7,1,2,1
"27755",27755,2,2,2,1
"27756",27756,1,2,4,1
"27757",27757,7,2,4,2
"27758",27758,2,2,5,2
"27759",27759,7,2,1,2
"27760",27760,7,1,2,1
"27761",27761,2,2,2,2
"27762",27762,7,2,4,2
"27763",27763,1,2,4,2
"27764",27764,1,1,1,2
"27765",27765,1,2,3,1
"27766",27766,1,1,3,1
"27767",27767,1,1,3,1
"27768",27768,1,2,1,2
"27769",27769,1,1,4,2
"27770",27770,2,1,6,2
"27771",27771,7,2,2,2
"27772",27772,1,1,4,1
"27773",27773,1,1,2,1
"27774",27774,1,1,6,2
"27775",27775,1,2,2,2
"27776",27776,1,1,3,2
"27777",27777,1,2,5,2
"27778",27778,1,2,5,2
"27779",27779,1,2,4,1
"27780",27780,1,2,2,2
"27781",27781,3,2,4,1
"27782",27782,1,2,5,1
"27783",27783,1,1,3,1
"27784",27784,2,2,3,1
"27785",27785,2,1,1,2
"27786",27786,2,1,2,1
"27787",27787,7,2,1,2
"27788",27788,2,2,1,1
"27789",27789,1,2,5,2
"27790",27790,1,1,1,2
"27791",27791,1,1,6,2
"27792",27792,1,1,4,2
"27793",27793,1,2,3,2
"27794",27794,1,2,1,2
"27795",27795,1,2,4,1
"27796",27796,2,1,3,1
"27797",27797,2,2,3,2
"27798",27798,2,2,2,1
"27799",27799,5,2,3,2
"27800",27800,1,2,4,1
"27801",27801,1,2,5,1
"27802",27802,1,1,3,1
"27803",27803,1,2,1,2
"27804",27804,1,1,1,1
"27805",27805,1,2,1,2
"27806",27806,1,2,3,1
"27807",27807,1,1,1,1
"27808",27808,1,2,6,2
"27809",27809,1,1,1,2
"27810",27810,1,2,1,2
"27811",27811,1,2,5,1
"27812",27812,1,2,4,2
"27813",27813,1,1,4,1
"27814",27814,1,2,4,1
"27815",27815,1,2,1,2
"27816",27816,2,1,5,2
"27817",27817,1,2,6,2
"27818",27818,1,1,4,1
"27819",27819,1,2,1,2
"27820",27820,7,2,1,1
"27821",27821,2,2,2,2
"27822",27822,1,1,4,2
"27823",27823,1,2,2,2
"27824",27824,1,1,1,2
"27825",27825,1,1,1,1
"27826",27826,6,1,2,2
"27827",27827,7,2,2,2
"27828",27828,5,2,2,2
"27829",27829,7,2,2,1
"27830",27830,2,2,4,2
"27831",27831,7,1,1,2
"27832",27832,1,1,1,2
"27833",27833,1,1,4,1
"27834",27834,2,1,5,1
"27835",27835,2,2,1,1
"27836",27836,1,1,5,1
"27837",27837,1,1,2,1
"27838",27838,6,1,5,2
"27839",27839,7,2,2,2
"27840",27840,6,1,1,2
"27841",27841,1,1,1,2
"27842",27842,1,1,5,1
"27843",27843,5,1,5,1
"27844",27844,1,2,1,2
"27845",27845,1,2,1,2
"27846",27846,1,1,3,1
"27847",27847,1,1,1,1
"27848",27848,1,2,2,2
"27849",27849,2,2,1,2
"27850",27850,1,1,1,2
"27851",27851,1,2,1,2
"27852",27852,2,1,1,2
"27853",27853,1,2,4,1
"27854",27854,2,2,4,1
"27855",27855,7,2,6,2
"27856",27856,7,2,3,1
"27857",27857,7,1,2,2
"27858",27858,1,2,2,2
"27859",27859,1,1,4,1
"27860",27860,1,1,2,2
"27861",27861,1,1,2,1
"27862",27862,1,2,2,2
"27863",27863,1,1,5,1
"27864",27864,2,2,3,1
"27865",27865,1,1,4,2
"27866",27866,1,2,4,1
"27867",27867,1,2,4,1
"27868",27868,6,1,4,1
"27869",27869,1,1,1,2
"27870",27870,1,2,2,2
"27871",27871,7,2,1,2
"27872",27872,1,2,5,1
"27873",27873,1,2,5,1
"27874",27874,1,1,6,2
"27875",27875,2,2,3,2
"27876",27876,1,1,4,1
"27877",27877,7,2,1,2
"27878",27878,1,2,1,2
"27879",27879,2,1,4,1
"27880",27880,1,2,3,2
"27881",27881,1,1,2,1
"27882",27882,1,1,1,2
"27883",27883,5,1,4,2
"27884",27884,3,2,6,2
"27885",27885,5,2,5,2
"27886",27886,1,1,1,2
"27887",27887,1,2,3,1
"27888",27888,7,1,1,2
"27889",27889,1,2,5,2
"27890",27890,7,1,1,2
"27891",27891,1,1,4,1
"27892",27892,1,2,4,1
"27893",27893,1,1,1,1
"27894",27894,7,1,2,1
"27895",27895,1,1,1,2
"27896",27896,1,1,1,2
"27897",27897,5,1,1,2
"27898",27898,7,2,1,1
"27899",27899,1,1,3,2
"27900",27900,1,1,2,2
"27901",27901,1,1,3,1
"27902",27902,1,1,1,2
"27903",27903,1,1,1,2
"27904",27904,1,2,4,1
"27905",27905,1,1,2,1
"27906",27906,5,2,2,1
"27907",27907,6,2,2,1
"27908",27908,5,1,2,1
"27909",27909,1,1,5,2
"27910",27910,7,2,1,2
"27911",27911,6,2,1,2
"27912",27912,6,2,4,1
"27913",27913,1,1,2,1
"27914",27914,1,2,3,1
"27915",27915,1,2,4,1
"27916",27916,1,2,3,1
"27917",27917,3,1,2,2
"27918",27918,1,2,6,2
"27919",27919,1,1,5,2
"27920",27920,6,1,1,2
"27921",27921,1,2,2,1
"27922",27922,7,1,1,2
"27923",27923,1,1,5,1
"27924",27924,2,2,1,2
"27925",27925,1,1,4,1
"27926",27926,1,1,6,2
"27927",27927,1,2,4,1
"27928",27928,1,1,6,2
"27929",27929,5,1,2,1
"27930",27930,2,1,2,1
"27931",27931,7,2,5,2
"27932",27932,7,1,2,2
"27933",27933,1,1,5,1
"27934",27934,1,2,6,1
"27935",27935,1,1,3,1
"27936",27936,7,1,4,1
"27937",27937,6,1,1,2
"27938",27938,1,2,2,1
"27939",27939,7,1,4,1
"27940",27940,2,2,2,1
"27941",27941,3,2,4,2
"27942",27942,2,2,4,2
"27943",27943,1,1,5,1
"27944",27944,1,1,3,2
"27945",27945,1,1,4,1
"27946",27946,1,1,2,1
"27947",27947,1,1,3,1
"27948",27948,1,2,4,1
"27949",27949,1,2,6,2
"27950",27950,1,1,2,1
"27951",27951,7,2,1,2
"27952",27952,3,1,4,1
"27953",27953,2,1,1,2
"27954",27954,1,1,5,2
"27955",27955,1,2,2,1
"27956",27956,1,2,2,2
"27957",27957,5,2,1,2
"27958",27958,7,2,2,1
"27959",27959,1,2,2,2
"27960",27960,1,2,5,1
"27961",27961,1,1,1,2
"27962",27962,6,1,1,2
"27963",27963,5,2,4,2
"27964",27964,2,1,2,1
"27965",27965,1,1,3,1
"27966",27966,1,2,2,1
"27967",27967,7,2,1,1
"27968",27968,1,1,1,2
"27969",27969,7,1,3,2
"27970",27970,3,1,2,1
"27971",27971,1,2,1,2
"27972",27972,7,2,1,2
"27973",27973,1,1,3,1
"27974",27974,1,2,3,1
"27975",27975,1,1,4,2
"27976",27976,5,1,4,2
"27977",27977,2,2,3,1
"27978",27978,1,2,6,2
"27979",27979,7,1,4,2
"27980",27980,7,2,4,2
"27981",27981,1,1,1,1
"27982",27982,5,2,3,2
"27983",27983,1,2,2,2
"27984",27984,1,1,2,1
"27985",27985,7,1,2,1
"27986",27986,1,1,4,1
"27987",27987,2,1,2,2
"27988",27988,7,2,1,1
"27989",27989,2,1,2,1
"27990",27990,1,2,2,1
"27991",27991,1,1,4,1
"27992",27992,2,2,3,2
"27993",27993,1,2,5,1
"27994",27994,3,2,6,2
"27995",27995,7,1,3,1
"27996",27996,7,2,4,2
"27997",27997,1,2,2,1
"27998",27998,2,2,3,2
"27999",27999,1,2,3,1
"28000",28000,7,1,3,2
"28001",28001,6,2,3,2
"28002",28002,5,1,3,2
"28003",28003,1,1,1,2
"28004",28004,1,2,4,1
"28005",28005,7,2,2,2
"28006",28006,5,2,4,2
"28007",28007,7,2,2,2
"28008",28008,6,1,4,1
"28009",28009,1,2,5,1
"28010",28010,1,1,2,2
"28011",28011,2,1,2,1
"28012",28012,1,2,4,1
"28013",28013,7,1,1,2
"28014",28014,6,1,1,2
"28015",28015,1,1,1,1
"28016",28016,5,2,5,2
"28017",28017,1,2,5,1
"28018",28018,1,2,5,1
"28019",28019,5,1,1,2
"28020",28020,1,1,1,2
"28021",28021,2,2,1,2
"28022",28022,7,1,3,2
"28023",28023,1,2,3,1
"28024",28024,7,1,1,1
"28025",28025,7,2,6,2
"28026",28026,7,2,1,2
"28027",28027,1,2,6,2
"28028",28028,1,1,2,1
"28029",28029,2,1,5,2
"28030",28030,7,2,4,2
"28031",28031,1,1,2,1
"28032",28032,1,1,1,2
"28033",28033,1,2,4,1
"28034",28034,1,1,3,1
"28035",28035,7,1,4,2
"28036",28036,3,2,4,1
"28037",28037,1,1,2,1
"28038",28038,1,2,2,1
"28039",28039,6,2,5,2
"28040",28040,6,2,1,1
"28041",28041,2,2,4,2
"28042",28042,1,1,1,2
"28043",28043,1,1,5,1
"28044",28044,1,1,2,2
"28045",28045,6,2,3,2
"28046",28046,2,1,1,2
"28047",28047,3,2,1,2
"28048",28048,1,1,1,2
"28049",28049,1,2,6,1
"28050",28050,1,2,2,2
"28051",28051,1,2,6,2
"28052",28052,6,1,2,1
"28053",28053,2,2,2,2
"28054",28054,1,1,2,2
"28055",28055,2,2,3,1
"28056",28056,1,2,4,1
"28057",28057,1,2,1,1
"28058",28058,7,2,3,1
"28059",28059,5,1,3,2
"28060",28060,1,1,2,2
"28061",28061,1,2,3,2
"28062",28062,1,2,1,2
"28063",28063,2,2,2,2
"28064",28064,1,2,2,2
"28065",28065,2,2,2,2
"28066",28066,1,2,4,2
"28067",28067,1,1,3,1
"28068",28068,1,2,4,2
"28069",28069,6,1,3,1
"28070",28070,1,1,1,2
"28071",28071,7,2,2,2
"28072",28072,7,2,2,2
"28073",28073,7,1,2,2
"28074",28074,7,1,2,2
"28075",28075,1,2,6,2
"28076",28076,1,1,2,1
"28077",28077,1,1,4,1
"28078",28078,1,1,3,1
"28079",28079,1,1,6,2
"28080",28080,1,1,4,1
"28081",28081,2,1,1,2
"28082",28082,2,2,1,2
"28083",28083,1,1,4,1
"28084",28084,2,2,5,1
"28085",28085,1,2,6,2
"28086",28086,1,2,2,2
"28087",28087,1,2,2,1
"28088",28088,1,2,3,2
"28089",28089,7,2,4,2
"28090",28090,1,2,4,1
"28091",28091,1,1,4,2
"28092",28092,7,2,1,2
"28093",28093,7,1,4,1
"28094",28094,1,1,2,2
"28095",28095,1,2,4,1
"28096",28096,1,2,1,2
"28097",28097,1,1,3,1
"28098",28098,5,1,1,2
"28099",28099,1,2,4,1
"28100",28100,5,1,2,2
"28101",28101,5,2,1,2
"28102",28102,7,2,1,2
"28103",28103,1,2,5,1
"28104",28104,1,2,3,1
"28105",28105,1,1,1,1
"28106",28106,1,1,1,1
"28107",28107,7,2,1,2
"28108",28108,1,2,1,2
"28109",28109,5,2,3,1
"28110",28110,1,2,3,1
"28111",28111,2,1,1,2
"28112",28112,1,2,3,1
"28113",28113,2,2,2,2
"28114",28114,7,2,2,2
"28115",28115,1,1,3,2
"28116",28116,1,2,4,2
"28117",28117,1,1,1,2
"28118",28118,1,2,4,1
"28119",28119,1,1,4,2
"28120",28120,1,1,2,1
"28121",28121,1,1,6,2
"28122",28122,7,2,4,2
"28123",28123,6,2,2,2
"28124",28124,1,1,2,2
"28125",28125,1,2,1,1
"28126",28126,1,1,3,1
"28127",28127,7,1,2,1
"28128",28128,1,2,2,1
"28129",28129,1,2,4,1
"28130",28130,1,1,2,1
"28131",28131,2,1,3,2
"28132",28132,2,1,4,1
"28133",28133,1,1,3,2
"28134",28134,7,2,3,1
"28135",28135,7,1,6,2
"28136",28136,1,2,3,2
"28137",28137,1,2,2,1
"28138",28138,5,2,2,2
"28139",28139,1,2,5,1
"28140",28140,7,1,2,2
"28141",28141,1,1,1,2
"28142",28142,6,1,2,1
"28143",28143,7,1,1,2
"28144",28144,3,1,4,1
"28145",28145,7,1,4,1
"28146",28146,1,2,5,2
"28147",28147,1,1,4,2
"28148",28148,2,2,2,2
"28149",28149,7,1,2,1
"28150",28150,7,2,4,1
"28151",28151,1,2,3,2
"28152",28152,1,2,1,2
"28153",28153,1,2,6,1
"28154",28154,5,2,1,2
"28155",28155,1,1,3,1
"28156",28156,1,2,1,2
"28157",28157,2,1,2,2
"28158",28158,1,2,2,1
"28159",28159,1,2,6,2
"28160",28160,1,2,5,2
"28161",28161,7,2,1,2
"28162",28162,5,2,3,2
"28163",28163,1,2,4,2
"28164",28164,1,1,2,2
"28165",28165,5,2,2,2
"28166",28166,1,2,2,2
"28167",28167,1,1,2,2
"28168",28168,1,1,1,1
"28169",28169,2,2,4,2
"28170",28170,1,2,2,1
"28171",28171,1,1,1,2
"28172",28172,1,1,4,1
"28173",28173,1,1,5,1
"28174",28174,7,2,5,2
"28175",28175,1,2,2,2
"28176",28176,1,2,6,2
"28177",28177,1,2,1,2
"28178",28178,5,2,6,2
"28179",28179,5,1,4,1
"28180",28180,1,2,2,2
"28181",28181,1,2,5,2
"28182",28182,7,1,1,2
"28183",28183,1,1,5,1
"28184",28184,1,1,4,1
"28185",28185,7,2,6,2
"28186",28186,7,1,1,2
"28187",28187,1,2,5,1
"28188",28188,1,2,3,1
"28189",28189,1,1,1,2
"28190",28190,7,2,1,2
"28191",28191,1,2,3,1
"28192",28192,7,2,1,2
"28193",28193,1,1,2,2
"28194",28194,1,2,4,2
"28195",28195,7,2,2,1
"28196",28196,1,2,1,2
"28197",28197,1,2,1,2
"28198",28198,1,2,4,1
"28199",28199,7,1,1,2
"28200",28200,1,2,6,2
"28201",28201,1,2,4,1
"28202",28202,7,1,2,2
"28203",28203,2,2,2,2
"28204",28204,1,1,5,1
"28205",28205,2,1,4,2
"28206",28206,1,1,4,1
"28207",28207,7,1,2,1
"28208",28208,7,2,5,2
"28209",28209,1,1,3,1
"28210",28210,1,1,6,2
"28211",28211,7,1,4,2
"28212",28212,7,2,2,2
"28213",28213,1,1,3,1
"28214",28214,1,1,1,2
"28215",28215,1,1,1,2
"28216",28216,7,1,2,2
"28217",28217,1,2,1,2
"28218",28218,1,1,1,2
"28219",28219,1,1,6,1
"28220",28220,1,2,2,2
"28221",28221,1,1,2,1
"28222",28222,1,2,5,1
"28223",28223,1,1,5,1
"28224",28224,1,2,2,1
"28225",28225,1,1,4,2
"28226",28226,1,1,3,1
"28227",28227,1,2,3,2
"28228",28228,1,1,3,1
"28229",28229,1,1,1,2
"28230",28230,2,2,2,2
"28231",28231,1,2,4,1
"28232",28232,1,2,1,2
"28233",28233,1,2,3,2
"28234",28234,1,1,5,2
"28235",28235,5,1,6,2
"28236",28236,1,1,6,2
"28237",28237,1,2,3,2
"28238",28238,2,1,1,2
"28239",28239,1,1,1,1
"28240",28240,5,1,1,2
"28241",28241,1,1,1,2
"28242",28242,1,1,4,1
"28243",28243,1,1,1,2
"28244",28244,1,1,4,1
"28245",28245,2,2,1,2
"28246",28246,1,1,4,1
"28247",28247,1,1,3,1
"28248",28248,5,2,2,1
"28249",28249,6,2,1,2
"28250",28250,7,2,3,2
"28251",28251,7,1,1,2
"28252",28252,1,2,6,2
"28253",28253,2,1,2,1
"28254",28254,6,2,2,2
"28255",28255,7,2,4,1
"28256",28256,1,2,6,2
"28257",28257,6,2,4,2
"28258",28258,7,2,3,2
"28259",28259,1,1,1,1
"28260",28260,7,1,2,2
"28261",28261,1,2,1,2
"28262",28262,6,2,2,2
"28263",28263,1,2,2,1
"28264",28264,6,2,1,2
"28265",28265,1,1,2,1
"28266",28266,1,1,2,2
"28267",28267,1,1,1,2
"28268",28268,7,2,3,2
"28269",28269,4,1,4,2
"28270",28270,1,1,4,2
"28271",28271,5,1,4,2
"28272",28272,1,1,4,1
"28273",28273,1,2,3,1
"28274",28274,4,1,3,1
"28275",28275,1,1,3,1
"28276",28276,1,2,6,2
"28277",28277,1,1,5,1
"28278",28278,1,2,3,2
"28279",28279,1,2,3,1
"28280",28280,2,1,4,2
"28281",28281,7,2,5,1
"28282",28282,1,2,1,2
"28283",28283,1,2,1,2
"28284",28284,1,1,5,2
"28285",28285,1,2,3,2
"28286",28286,1,1,2,2
"28287",28287,5,1,4,2
"28288",28288,6,1,1,2
"28289",28289,2,2,1,2
"28290",28290,1,1,1,2
"28291",28291,1,1,2,1
"28292",28292,1,2,6,2
"28293",28293,1,1,3,1
"28294",28294,7,1,2,1
"28295",28295,4,1,4,2
"28296",28296,5,1,3,2
"28297",28297,1,1,1,1
"28298",28298,1,1,1,2
"28299",28299,1,2,5,2
"28300",28300,1,2,2,1
"28301",28301,7,2,3,2
"28302",28302,1,2,1,2
"28303",28303,1,1,2,2
"28304",28304,7,2,2,2
"28305",28305,1,2,3,2
"28306",28306,7,1,4,2
"28307",28307,5,2,2,2
"28308",28308,1,2,4,1
"28309",28309,1,2,6,2
"28310",28310,2,2,1,1
"28311",28311,1,2,6,2
"28312",28312,7,1,4,1
"28313",28313,2,2,1,2
"28314",28314,6,2,6,2
"28315",28315,1,2,5,1
"28316",28316,5,1,5,2
"28317",28317,1,1,1,1
"28318",28318,1,2,5,1
"28319",28319,1,1,4,1
"28320",28320,1,1,2,2
"28321",28321,2,2,4,1
"28322",28322,1,1,5,1
"28323",28323,7,2,2,1
"28324",28324,7,1,3,1
"28325",28325,1,1,3,1
"28326",28326,1,2,2,1
"28327",28327,7,1,4,2
"28328",28328,7,2,2,2
"28329",28329,6,2,1,1
"28330",28330,1,1,5,1
"28331",28331,5,1,4,2
"28332",28332,7,1,2,1
"28333",28333,1,2,2,2
"28334",28334,1,2,4,1
"28335",28335,7,1,1,2
"28336",28336,1,2,6,2
"28337",28337,1,1,2,1
"28338",28338,1,1,2,1
"28339",28339,1,2,1,2
"28340",28340,1,1,6,1
"28341",28341,1,2,1,2
"28342",28342,2,2,2,2
"28343",28343,7,1,1,2
"28344",28344,1,2,4,1
"28345",28345,1,2,4,1
"28346",28346,7,2,4,2
"28347",28347,1,1,3,1
"28348",28348,1,1,5,2
"28349",28349,7,1,2,1
"28350",28350,1,1,5,1
"28351",28351,1,1,3,1
"28352",28352,5,2,1,2
"28353",28353,1,2,6,2
"28354",28354,5,1,1,2
"28355",28355,2,1,1,1
"28356",28356,7,1,2,1
"28357",28357,1,1,1,2
"28358",28358,1,1,3,1
"28359",28359,1,2,3,1
"28360",28360,1,1,3,1
"28361",28361,1,1,3,1
"28362",28362,1,2,3,2
"28363",28363,2,2,4,1
"28364",28364,1,1,1,2
"28365",28365,1,1,1,2
"28366",28366,1,2,6,2
"28367",28367,1,2,4,1
"28368",28368,1,1,2,1
"28369",28369,1,1,6,2
"28370",28370,1,2,4,1
"28371",28371,7,2,1,2
"28372",28372,1,1,6,1
"28373",28373,2,1,5,1
"28374",28374,1,1,4,2
"28375",28375,2,1,4,1
"28376",28376,2,2,2,1
"28377",28377,1,1,4,2
"28378",28378,1,2,2,2
"28379",28379,1,1,6,2
"28380",28380,3,2,4,1
"28381",28381,1,2,3,2
"28382",28382,1,2,3,2
"28383",28383,1,2,4,1
"28384",28384,1,2,1,2
"28385",28385,7,1,2,1
"28386",28386,1,2,5,2
"28387",28387,5,1,4,2
"28388",28388,5,1,3,2
"28389",28389,1,1,2,1
"28390",28390,1,1,2,2
"28391",28391,1,1,2,2
"28392",28392,6,2,1,2
"28393",28393,4,1,4,1
"28394",28394,1,1,1,2
"28395",28395,2,1,3,1
"28396",28396,1,2,1,2
"28397",28397,1,1,5,2
"28398",28398,1,2,4,2
"28399",28399,7,1,2,2
"28400",28400,1,2,3,2
"28401",28401,1,2,4,1
"28402",28402,1,1,4,1
"28403",28403,7,1,1,2
"28404",28404,1,1,1,2
"28405",28405,6,2,1,1
"28406",28406,2,2,3,2
"28407",28407,7,2,5,1
"28408",28408,1,2,5,2
"28409",28409,7,1,2,97
"28410",28410,1,2,4,2
"28411",28411,1,2,4,2
"28412",28412,1,1,4,2
"28413",28413,5,2,2,2
"28414",28414,1,2,5,2
"28415",28415,1,1,1,1
"28416",28416,2,2,3,1
"28417",28417,1,2,6,2
"28418",28418,2,1,1,2
"28419",28419,1,2,4,1
"28420",28420,2,2,2,2
"28421",28421,7,2,3,2
"28422",28422,1,2,1,2
"28423",28423,6,1,1,1
"28424",28424,2,2,2,2
"28425",28425,1,1,2,2
"28426",28426,2,2,5,2
"28427",28427,7,1,2,1
"28428",28428,2,1,2,2
"28429",28429,1,1,6,1
"28430",28430,6,1,4,1
"28431",28431,1,1,2,1
"28432",28432,5,1,1,2
"28433",28433,1,2,2,2
"28434",28434,2,2,3,1
"28435",28435,1,2,3,2
"28436",28436,2,2,4,2
"28437",28437,1,1,6,1
"28438",28438,1,1,6,2
"28439",28439,5,2,1,2
"28440",28440,1,1,4,2
"28441",28441,1,2,4,1
"28442",28442,1,2,2,1
"28443",28443,5,2,1,2
"28444",28444,1,1,1,2
"28445",28445,1,1,1,2
"28446",28446,1,2,3,2
"28447",28447,5,2,1,2
"28448",28448,2,1,1,2
"28449",28449,1,1,3,2
"28450",28450,7,2,2,2
"28451",28451,6,2,4,2
"28452",28452,1,2,3,1
"28453",28453,1,1,6,2
"28454",28454,2,1,1,1
"28455",28455,1,2,5,1
"28456",28456,1,1,1,2
"28457",28457,1,1,5,2
"28458",28458,1,2,4,1
"28459",28459,7,1,2,1
"28460",28460,1,2,1,2
"28461",28461,2,1,2,1
"28462",28462,1,1,4,1
"28463",28463,7,2,3,2
"28464",28464,1,2,1,2
"28465",28465,1,2,1,2
"28466",28466,7,1,4,2
"28467",28467,5,2,1,2
"28468",28468,2,2,2,2
"28469",28469,2,1,6,1
"28470",28470,1,2,5,1
"28471",28471,1,1,3,2
"28472",28472,1,2,2,1
"28473",28473,1,1,4,2
"28474",28474,1,2,3,2
"28475",28475,1,2,1,2
"28476",28476,1,1,1,2
"28477",28477,1,1,4,2
"28478",28478,1,2,1,2
"28479",28479,7,2,2,1
"28480",28480,1,1,3,1
"28481",28481,2,2,1,2
"28482",28482,4,2,3,1
"28483",28483,3,2,5,2
"28484",28484,2,2,2,2
"28485",28485,7,1,1,1
"28486",28486,1,1,2,1
"28487",28487,5,2,2,2
"28488",28488,1,2,5,2
"28489",28489,1,2,3,1
"28490",28490,7,1,2,2
"28491",28491,7,2,3,1
"28492",28492,2,1,2,2
"28493",28493,1,2,4,2
"28494",28494,7,2,1,2
"28495",28495,1,1,2,2
"28496",28496,1,1,6,1
"28497",28497,1,1,4,1
"28498",28498,1,2,3,1
"28499",28499,6,2,1,2
"28500",28500,1,1,5,2
"28501",28501,7,2,1,1
"28502",28502,1,2,4,1
"28503",28503,1,1,3,1
"28504",28504,5,2,3,2
"28505",28505,1,1,2,1
"28506",28506,7,2,4,2
"28507",28507,2,2,2,2
"28508",28508,1,2,6,2
"28509",28509,1,1,6,2
"28510",28510,1,2,6,1
"28511",28511,7,1,1,2
"28512",28512,1,1,4,1
"28513",28513,1,1,4,2
"28514",28514,7,2,3,2
"28515",28515,1,1,3,1
"28516",28516,1,2,3,1
"28517",28517,1,2,1,2
"28518",28518,1,2,3,2
"28519",28519,1,1,3,2
"28520",28520,1,1,5,1
"28521",28521,1,2,1,2
"28522",28522,1,2,4,2
"28523",28523,7,1,1,2
"28524",28524,7,2,1,1
"28525",28525,2,2,4,1
"28526",28526,7,2,2,2
"28527",28527,1,2,4,1
"28528",28528,2,2,1,2
"28529",28529,1,1,4,1
"28530",28530,6,2,2,1
"28531",28531,1,2,6,2
"28532",28532,1,1,2,1
"28533",28533,7,1,1,2
"28534",28534,1,2,6,1
"28535",28535,5,2,2,1
"28536",28536,1,1,1,1
"28537",28537,1,1,6,1
"28538",28538,1,2,4,1
"28539",28539,7,2,1,2
"28540",28540,1,1,4,1
"28541",28541,1,1,6,2
"28542",28542,1,2,1,2
"28543",28543,2,1,4,1
"28544",28544,3,1,2,2
"28545",28545,5,2,4,1
"28546",28546,6,2,3,1
"28547",28547,6,1,2,1
"28548",28548,1,1,2,1
"28549",28549,1,1,3,2
"28550",28550,7,2,2,1
"28551",28551,1,1,6,2
"28552",28552,7,2,2,2
"28553",28553,2,2,4,2
"28554",28554,1,1,4,2
"28555",28555,1,2,6,1
"28556",28556,7,2,1,2
"28557",28557,1,2,4,2
"28558",28558,6,1,2,1
"28559",28559,1,2,4,1
"28560",28560,1,2,6,2
"28561",28561,1,1,4,2
"28562",28562,1,1,2,2
"28563",28563,2,2,2,1
"28564",28564,7,1,2,1
"28565",28565,2,1,5,2
"28566",28566,1,2,5,1
"28567",28567,1,1,1,2
"28568",28568,1,2,4,2
"28569",28569,7,1,1,2
"28570",28570,1,2,5,1
"28571",28571,7,1,3,2
"28572",28572,2,1,3,1
"28573",28573,5,2,2,2
"28574",28574,3,2,4,1
"28575",28575,7,1,2,2
"28576",28576,1,2,5,1
"28577",28577,7,1,2,2
"28578",28578,1,2,3,1
"28579",28579,1,2,1,2
"28580",28580,1,2,4,2
"28581",28581,1,1,6,2
"28582",28582,6,2,5,2
"28583",28583,2,1,2,1
"28584",28584,7,1,3,2
"28585",28585,7,2,3,2
"28586",28586,1,2,3,2
"28587",28587,2,2,3,2
"28588",28588,2,1,2,1
"28589",28589,1,2,2,1
"28590",28590,7,2,1,2
"28591",28591,5,1,6,2
"28592",28592,1,2,1,2
"28593",28593,1,1,2,2
"28594",28594,7,1,2,2
"28595",28595,5,1,2,1
"28596",28596,1,1,2,1
"28597",28597,1,2,5,1
"28598",28598,1,1,2,2
"28599",28599,1,2,2,1
"28600",28600,5,1,2,2
"28601",28601,1,1,1,1
"28602",28602,1,1,1,2
"28603",28603,7,1,6,2
"28604",28604,7,2,1,2
"28605",28605,1,2,1,2
"28606",28606,1,2,1,2
"28607",28607,7,2,2,2
"28608",28608,1,2,1,1
"28609",28609,7,1,2,1
"28610",28610,1,1,3,1
"28611",28611,1,2,2,1
"28612",28612,1,2,2,2
"28613",28613,1,2,6,1
"28614",28614,1,2,5,2
"28615",28615,1,1,2,2
"28616",28616,1,1,4,1
"28617",28617,1,1,1,2
"28618",28618,1,1,1,2
"28619",28619,1,1,6,2
"28620",28620,7,2,1,2
"28621",28621,1,2,3,2
"28622",28622,7,1,2,1
"28623",28623,2,2,1,2
"28624",28624,1,2,5,1
"28625",28625,6,2,4,2
"28626",28626,7,1,1,2
"28627",28627,1,1,2,1
"28628",28628,3,2,2,2
"28629",28629,1,1,2,2
"28630",28630,3,2,4,1
"28631",28631,1,2,1,2
"28632",28632,1,2,2,2
"28633",28633,1,2,4,2
"28634",28634,1,1,4,2
"28635",28635,1,1,2,1
"28636",28636,1,1,4,1
"28637",28637,7,1,3,1
"28638",28638,1,1,2,1
"28639",28639,1,2,5,2
"28640",28640,1,2,6,2
"28641",28641,1,1,2,2
"28642",28642,2,1,5,2
"28643",28643,1,1,4,2
"28644",28644,7,2,4,2
"28645",28645,1,2,5,2
"28646",28646,1,2,4,1
"28647",28647,1,1,2,1
"28648",28648,6,2,6,1
"28649",28649,1,2,5,2
"28650",28650,1,1,4,2
